회차,시간,인물,대사
101,40~45,이승만,으흠! 이거 봐! 곽 군! 뭐하고 있어? 이 사람 내보내!
101,40~45,두한,"각하, 저는 앞으로도 민주주의를 위해 끝까지 싸울 것입니다. 각하, 지켜봐 주십시오. 그리고 각하께서도 영원한 국민의 대통령으로 남아주십시오, 각하."
101,40~45,이승만,"그만! 나가 보라고 허지 않았나? 나가, 나가!"
101,45~50,두한,"오, 홍영철인가? 아, 그래 어쩐 일이야?"
101,45~50,두한,"어, 낮에 경무대에 좀 갔다 왔지. 헌데, 무슨 일이야? "
101,45~50,두한,뭐야? 정재가?! 그래? 그렇게 됐어? 이 동대문이 아주 발칵 뒤집혀졌겠구만! 명동에서도 이 일을 아나?*
101,45~50,두한,안타깝구만. 이 정말 안타깝게 돼가고 있어. 이 일이 이상하게 풀려가고 있구만. 아무튼 알겠네. 어어 그래. 그래!
101,45~50,두한,그 동대문의 이정재가 당한 모양이야.
101,45~50,두한,"그런 일이 있어. 이거 이거 주먹들이 왜 이렇게 잔인해져 가는지 모르겠어. 이 툭하면 무기를 쓰고 집단 린치를 이 밥 먹듯이 하고 있으니 말야. 허, 이거야 원..."
101,45~50,두한,맞어. 이 전쟁 이후로 이 사람들 심성이 많이 변했어. 이 사람 목숨 소중한 걸 모른단 말이야. 아무튼 그 주먹들 일에는 더 이상 간섭하고 싶지가 않아.
101,45~50,두한,국회에 뭐 다른 일은 없나?
101,45~50,두한,"음, 그래."
101,45~50,두한,"아니, 매수?"
101,45~50,두한,"이거 이거 이거 다 썩었어. 어, 거 매수를 하는 놈이나 당하는 놈들이나 다 똑같애.*"
101,45~50,두한,"이거 아무래도... 그, 이참에 자유당을 탈당해야 될 것 같구만."
101,45~50,두한,"하, 그래야겠지… 아무튼 그 이번에 그 개헌만은 반드시 막고 말이야. 이 탈당을 하든지 말든지 해야 되는데 말이야. "
101,45~50,두한,"아니 근데, 이 정비서는 어디 간 거야? 아까부터 안 보이던데?"
101,45~50,두한,그래?
101,50~55,이정재,동진이 행방은 파악이 됐습니까?
101,50~55,이정재,"후, 시간을 너무 끌면 안 됩니다. 만에 하나 동진이가 그 일을 입밖에 낸다면 우리가 불리해져요. 동진이는 시한폭탄 같은 존재입니다."
101,50~55,이정재,"어차피 임사장도 알아야 할 일이겠지만, 내가 동진이한테 맡긴 일이 하나 있어. 자유당에서 내려온 지령이야."
101,50~55,이정재,당에서 이번 개헌을 위해서 정치암살을 부탁해 왔어.
101,50~55,이정재,"일이 이렇게 된 이상, 동진이는 더 이상 우리의 식구가 아닙니다. 빨리 처리하도록 하세요."
101,50~55,이정재,포기요?
101,50~55,이정재,"후우... 쩝, 너무 늦었습니다. 적어도 한 두명은 제거 해야 하지 않겠습니까? 발을 빼기엔 너무 늦은 거 같군요."
101,50~55,이정재,"아닙니다. 그 얘기는 크흠 더 이상 하지 맙시다. 저 참, 이영숙 사장은 어떻게 됐습니까?"
101,50~55,이정재,"후, 빨리 소환하도록 하세요. 그리고 가족회의에 붙입시다."
102,5~10,이정재,그래?
102,5~10,이정재,우리 사돈이 좋은 친구들을 많이 모았다고 들었습니다. 반란세력들은 그 친구들이 처리하도록 합시다. 석재하고 열승 아우도 좀 도와주고.
102,5~10,이정재,"자, 차 준비좀 하세요. 경찰이 오란다면 가야 하지 않겠습니까? 동진이 좀 봐야 되지요."
102,10~15,이정재,"자, 갑시다."
102,10~15,이정재,"쩝, 그러나 이미 시작된 길 아닙니까?*"
102,15~20,두한,아니 어떻게 이럴 수가 있나? 이거? 이게 암살이라는 게 말이나 되는 소리야? 이거 왜 이럴까? 이 정재가 도대체 갈수록 왜 이래?*
102,15~20,두한,"으음, 그건 그래. 헌데 이거 동진이가 말이야! 기자들에게 불었단 말이야. 이 김동진이라고 하면은 젊은 축에서는 아주 쎈 친구야. "
102,15~20,두한,"이 정재 밑에서 오래 안 있을 거라는 생각은 했는데, 이건 아주 뜻밖이야. 정재와 정면충돌을 하고 있어."
102,15~20,두한,"이거 왜 이렇게 돼가는지 모르겠어. 나름대로 정재는 사실 그... 정의를 위해서 노력하고 싸웠던 친구였는데, 도무지 무엇이 그 친구를 이렇게 바꿨는지 모르겠어."
102,15~20,두한,"이 주먹이란 말이야. 정치와 손을 잡아선 안 돼. 이 실컷 이용만 당하다가 끝난다는 걸, 왜 모르는지 모르겠어."
102,15~20,두한,"아아아, 그래야지. 공청회! 이 나랏법을 뜯어고치자고 억지를 부리는 자유당놈들이야. 이 신문들도 마땅히 들고일어나서 그 부당함을 크게 지적해야돼. 그래야 하고 말고. 공청회... 암, 좋지."
102,20~25,이정재,동진이 아니냐?
102,20~25,이정재,"못난 놈, 이게 무슨 추태냐?"
102,20~25,이정재,뭘로 날 고발해?
102,20~25,이정재,무슨 증거?
102,20~25,이정재,"쓰읍, 이봐, 동진아. 자넨 이 세상이 아름답다고 생각하지 않는가?"
102,20~25,이정재,그래? 지금 날 겁주는 거냐? 동진아. 니가 날 배신하고도 무사할 줄 알았나?
102,20~25,이정재,그래?
102,30~35,두한,어쨌든 안 됩니다. 이 자유당 안에서도 이 반대를 하는 사람들이 있습니다.*
102,30~35,두한,"어쨌든, 이 국회에 개헌안이 상정돼있습니다. 이 표결에 들어가 봐야 알겠지마는, 야당과 무소속, 이 자유당 일부 이탈표를 다 합친다면은, 종신제 개헌은 어렵지 않겠습니까?*"
102,30~35,두한,"아니, 그렇습니까? 아니, 그렇다면 그게 어떻게 민주주의 국회입니까?* "
102,30~35,두한,"말도 안 되는 소리입니다. 제가 왜 국회에 들어왔습니까? 바로 그런 것들을 경계하고, 이 정의를 지키기 들어간 게 아니겠습니까?*"
102,30~35,두한,"저에게 맡겨주십시오. 이 국회 안에서의 공권력과 폭력은 제가 다 맡겠습니다. 암요, 이 내일 국회의 표결은 제가 책임지겠습니다.*"
102,30~35,이정재,죄송합니다.
102,35~40,이정재,"예, 알고 있습니다."
102,35~40,이정재,"예, 사모님. 거듭 죄송합니다."
102,35~40,이정재,"예, 의장님. 고맙습니다."
102,35~40,이정재,"예, 장의원님."
102,35~40,이정재,"예, 잘 알고 있습니다."
102,35~40,이정재,"예, 의장님."
102,35~40,이정재,알겠습니다. 그렇게 하겠습니다.
102,40~45,이정재,그렇겠지. 헌데 화수 아우는 뭐가 그렇게 바빴나?
102,40~45,이정재,"그래? 가족이 힘들 때, 제일 먼저 그 일부터 해결해야 되는 게 아닌가?"
102,40~45,이정재,동진이를 찾아보라는 건 어떻게 됐어?
102,40~45,이정재,어떻게 하든지 찾아내.
102,40~45,이정재,꼭 찾아야 해.
102,40~45,이정재,예?
102,40~45,이정재,동감이야. 되도록 빨리 찾아내. 수단과 방법을 가리지 말고 찾아내.
102,40~45,이정재,"이영숙이는 김동진 다음이야. 그리고 말했지만, 내일이 국회 개헌안 표결이야. 몇몇 식구들은 나와 함께 국회로 가봐야겠어."
102,40~45,이정재,"뭐요? 아니, 이미 다 약속한 일이라고 하지 않았습니까?"
102,40~45,이정재,"이것 보세요, 김고문?"
102,40~45,이정재,한동안 이 이정재가 봉변도 당하고 어려움도 있었습니다. 그런데 왜 김고문께서 흔들리는지 그 이유를 모르겠습니다!
102,40~45,이정재,겁이 많으면 일을 못합니다. 우린 지금 빼도 박도 못하는 상황입니다. 자유당과 우리 동대문 말입니다. 
102,40~45,이정재,"죽거나 살거나 같은 운명이다, 그런 말이에요. 아시겠습니까? 자, 준비들 해."
102,40~45,두한,"이봐, 이봐 채보좌관! 거기서 이거 읽을 시간이 어디 있나? 오늘은 말이야. 이 표결에서 개헌안이 통과되느냐 안 되느냐 하는 날이야. 이 무조건 두들겨 막아야 하는 거야!"
102,40~45,두한,때에 따라서는 법보다는 주먹이 필요할 때가 있는 거야. 오늘은 이 사생결단을 하고 막는 날이라구. 준비들 해. 오늘 하루 아주 바쁠 거야. 
102,40~45,두한,"이승만 대통령이 영구집권을 하느냐, 아니면 이 나라 민주주의가 살아나느냐 하는 것을 이 판가름하는 날이란 말이야."
102,45~50,두한,"아, 예. 김두한입니다. 아아, 의장님이십니까?"
102,45~50,두한,"허허허, 그렇습니까? 하지만 의장님. 이 김두한이는 이미 마음을 정한 거 아시지 않습니까? 개헌안은 반댑니다."
102,45~50,두한,의장님? 의장님!
102,45~50,두한,좀 보자는 구만? 이 국회에 들어가기 전에 차 한잔하자는 거야.
102,45~50,두한,그런 것 같기는 한데...*
102,45~50,두한,어… 안면이 있구려. 어쩐 일이오?
102,45~50,두한,"그래요? 뭐, 차 한잔하기 어렵겠소? 조금 전에 연락을 받았소. 아, 이봐 정비서?"
102,45~50,두한,"저, 차는 나중에 국회에 대 놓으라고. 난 이 사람들과 함께 갈 테니까 말이야…"
102,45~50,두한,갑시다.
102,45~50,두한,"오늘 같은 날, 아주 바쁠 텐데? 의장께서 어쩐 일이요?*"
102,45~50,두한,가는 곳은 어디요?*
102,45~50,두한,"안가? 아니, 차를 왜 거기서 마시나?*"
102,50~55,두한,어쩐 일로 절 부르셨습니까?
102,50~55,두한,"그런데, 이 어떻게 특무대에서 쓰는 안가에서 차를 마십니까?"
102,50~55,두한,"예, 한두 번 본 것 같군요."
102,50~55,두한,"그래요? 허허허… 아이구, 이거 이 나라 치안을 맡은 대장들이 이 모두 나오셨습니다? 하하하..."
102,50~55,두한,"아니, 그 일로 절 여기까지 부른 겁니까?"
102,50~55,두한,"의장님, 무슨 말씀을 그렇게 하십니까? 지난번에도 말했지마는 이승만 박사께서 돌아가시면은, 대한민국도 관속에 들어가야 한다 그런 말입니까?"
102,50~55,두한,죄요?
102,50~55,두한,"호호호호? 권총을 다 빼시고? 특무대장께서? 으하하하! 간첩을 잡아야 할 특무대장이, 국회의원에게 권총을 빼셨다?*"
102,50~55,두한,"이봐, 김창룡이. 내가 빨갱이들하고 싸운 건 세상이 다 알아. 근데, 날 보고 뭐? 빨갱이로 몰아? 너 사람 죽여봤어? 죽여봤냐구!"
102,50~55,두한,"야, 인마. 김창룡! 난 수없이 사람을 죽였어. 어디 쏴봐, 인마! 쏴! 쏘란 말이야, 인마!"
102,50~55,두한,"쏘란 말이야 인마! 네가 특무대장이야? 너 이런 식으로, 얼마나 많은 사람을 때려잡았어? 너 관동군 헌병출신이지?"
102,50~55,두한,"정신 차려, 인마! 이봐, 의장! 겁을 주려고 나를 부른 모양인데, 내가 이런 데서 겁을 먹으면 대한민국이 장차 어떻게 되겠소?*"
102,50~55,두한,"정신 차리세요, 정신! 죽이고 싶거든, 얼마든지 죽여봐!*"
102,50~55,두한,"뭐야, 너희들?*"
102,50~55,두한,"뭐라구? 오늘은 국회 표결이야! 이놈들, 이거 놔! 오늘 국회 표결이야! 국회에 가야 한단 말이야! 이거 놔!*"
103,0~5,두한,"이봐, 김창룡이. 내가 빨갱이들하고 싸운 건 세상이 다 알아. 근데, 날 보고 뭐? 빨갱이로 몰아? 너 사람 죽여 봤어? 죽여 봤냐고?*"
103,0~5,두한,"야 인마 김창룡, 난 수 없이 사람을 죽였어. 어디 쏴 봐 인마. 쏴! 쏘란 말이야 인마!*"
103,0~5,두한,쏘란 말이야 인마! 니가 특무대장이야? 너 이런 식으로 얼마나 많은 사람을 때려 잡았어? 너 관동군 헌병 출신이지?
103,0~5,두한,"정신차려 인마! 이봐 의장, 겁을 주려고 나를 부른 모양인데, 내가 이런 데에서 겁을 먹으면 대한민국이 장차 어떻게 되겠어?*"
103,0~5,두한,"정신 차리세요 정신! 죽이고 싶거든, 얼마든지 죽여봐!*"
103,0~5,두한,"뭐야, 너희들."
103,0~5,두한,뭐라고? 오늘은 국회 표결이야! 이놈들아 이거 놔! 오늘 국회 표결이야! 국회에 가야 한단 말이야! 이거 놔!*
103,0~5,두한,"야 이 놈들아, 내가 누군지 몰라서 이러는거야? 나 김두한이야 김두한! 국회의원 김두한이란 말이야!*"
103,0~5,두한,누가 이딴 명령을 했다는거야? 누구야?*
103,0~5,두한,"어디로 끌고 가는거야 이놈들아! 너희들이 지금, 얼마나 잘못을 저지르고 있는 지 알기나 해? 야 이놈들아! 현역 국회의원에게 이렇게 해도 되는거야?*"
103,0~5,두한,뭐... 뭐야?
103,0~5,두한,"야 인마! 오늘이 국회 표결이야! 어떤 놈이 이런 명령을 내렸어! 김창룡이야, 이기붕이야! 어서 이 문 열어! 어서 열지 못해! 어서 문 열란 말이야 이놈아!"
103,10~15,두한,이봐! 문 열어! 이 문 열지 못해! 당장 열어!
103,10~15,두한,어서 문 열여! 국회의원을 불법으로 잡아두는 거야!*
103,10~15,두한,문 열어 문!
103,10~15,두한,김창룡이 오라고 해!*
103,10~15,두한,창룡이 오라고 해!
103,10~15,두한,이 문 열지 못해!
103,10~15,두한,당장 열어!*
103,10~15,두한,지금 네놈들이 무슨 짓을 하고 있는지 몰라서 그래! 어서 문 열어. 좋은 말로 할 때 어서 문 열란 말이야 이놈들아! 이 나쁜 놈들. 날 아주 계획적으로 불러서 가두어버렸구만.
103,10~15,두한,이거야 원. 벌써 시작을 했을 텐데 말이야. 한 표가 급할 때 이러고 있으니 이 조박사님이나 유진산 의원님이나 다들 날 기다리고 있을 텐데 말이야. 하...씨 이거 정말.
103,20~25,이정재,그냥 조용히 있어. 어차피 표결에 들어가니까. 무사히 회의만 진행되면 되는 거야.*
103,20~25,이정재,"다행이구나, 오늘 두한이가 안 보여. 왔으면 시끄러웠을 텐데…*"
103,25~30,두한,"이거봐, 자네들이 얼마나 큰 일을 저질렀는지 알기나 하나?"
103,25~30,두한,"상명하복? 그래, 그럼 누가 명령 한거야? 김창룡인가? 아니면 이기붕 의장이야? 도대체 누구야?"
103,25~30,두한,"답답한 사람들하고는. 그래, 자네들에게 얘기해서 뭐 하겠나? 자네들이 무슨 잘못이 있겠어."
103,25~30,두한,"아 참, 그 국회 표결은 어떻게 됐어? 지금쯤 결과가 나왔을 거 아닌가?"
103,25~30,두한,뭐야? 지금 뭐라고 했어? 부결?
103,25~30,두한,부결? 부결이라? 하하하하... 그러면 그렇지. 이 나라엔 정의가 살아있어. 팔순 노인을 영원히 그 자리에 앉혀놓고 권력을 휘두르는 자유당 놈들.*
103,25~30,두한,하늘이 용서할 줄 알았나? 어림 없어. 어림 없고 말고. 하하하하. 시원해! 아주 시원하구만!*
103,30~35,이정재,지금 상황만 놓고 본다면 그렇다고 할 수 있지.
103,30~35,이정재,"거 임사장, 그만 해."
103,30~35,이정재,어이 임사장. 왜 이렇게 큰 소리를 치는 거야!
103,30~35,이정재,후...아무튼 위기는 위기야…
103,30~35,두한,"예, 박사님."
103,30~35,두한,한번 서방질 한 계집이 두 번은 못하겠습니까? 이 안심해서는 안 될 겁니다.
103,30~35,두한,"아하 예, 정말 그러셨을 겁니다."
103,30~35,두한,"예, 박사님. 그럼 저도 그만 일어나겠습니다."
103,30~35,두한,하하하… 뭐 그런 각오 없이 제 일을 하겠습니까? 염려 마십시오. 자 그럼 돌아가겠습니다.
103,35~40,두한,하하하. 그랬을거야.*
103,35~40,두한,아 탈당?*
103,35~40,두한,그건 그래. 이 특히나 이 나뿐만이 아니라 당론을 거부한 의원들이 여러 명이라니까 그냥은 안 넘어 갈 거야. 무슨 조치가 있긴 있겠지.*
103,35~40,두한,일단은 기다려 보자고. 이 탈당이건 제명이건 무슨 일이든 결정될 거야.*
103,35~40,이정재,"그래, 다친 곳은 어때?"
103,35~40,이정재,아예 푹 쉬다 오지 그랬어. 고향에도 좀 다녀오고 말이야.
103,35~40,이정재,"아무튼 그만하니 다행이다. 고맙다, 억일아. 그 날 일 말이다. 너는 나를 지키기 위해서 최선을 다했다. 목숨을 내어걸고 말이야. 잘 안다."
103,35~40,이정재,내 평생 잊지 않을 거다.
103,35~40,이정재,후...이영숙이 하고 김동진이 말이다. 이영숙이야 계집이니까 어쩔 수 없다지만 김동진이는 분명히 계산을 해야돼.
103,35~40,이정재,전 조직이 나서서 찾고 있으니까 분명 금방 발견이 될 거다. 억일이 니가 신경 좀 써.
103,35~40,이정재,앉아라.
103,35~40,이정재,"밤이 늦었는데, 웬일이냐?"
103,40~45,이정재,그렇겠지.
103,40~45,이정재,"글쎄, 배운 게 많은 사람이니까 여러 가지 생각이 많아서 하는 말이겠지."
103,40~45,이정재,그만해. 쓰읍...어디 가서 술이나 한잔하자. 영주도 왔는데 말이야..
103,45~50,이정재,아 여보세요? 아니 의장님 아니십니까?
103,45~50,이정재,아 그렇습니까? 아 무슨 일이라도...
103,45~50,이정재,예?
103,45~50,이정재,사사오입?
103,45~50,이정재,사사오입? 사사오입?*
103,45~50,이정재,"이거 보시오 김고문. 사사오입, 많이 들어본 이야기 아니요?"
103,45~50,이정재,"그래 맞아요. 아니 그러니까, 국회에서 부결된 안건을 이 반올림을 해서 가결로 바꾼다, 뭐 그런 애기 아니요?"
103,45~50,이정재,예?
103,45~50,이정재,이미 그러기엔 늦었다고 하지 않았습니까? 나는 지금 김고문의 말을 이해할 수가 없습니다. 도대체 왜 갑자기 생각이 바뀐겁니까?
103,45~50,이정재,왜죠? 아니 부산 피난 시절에 권력과 손을 잡아야 한다고 권한 사람은 김고문이였습니다. 생각 안나십니까?
103,45~50,이정재,"권력에 의지할 때, 그건 이미 좋고 나쁜걸 다 떠난 겁니다."
103,45~50,이정재,적당한 거리요?
103,50~55,이정재,그래요? 그러나 우리가 지금 자유당을 떠나는 것 또한 우리 마음대로 할 수 없는 일이 되었소.
103,50~55,이정재,이기붕 씨가 있습니다! 우린 그 사람 믿어야 합니다!
103,50~55,이정재,늦었다고 했습니다! 늦었어요!
103,50~55,이정재,우린 이젠 멈출 수가 없습니다.
103,50~55,이정재,우린 자유당을 통해서 우리가 목적 했던 것들을 이루어야 합니다.*
103,50~55,이정재,나는 힘을 통해서 꿈을 이루고 싶었습니다. 이 나라의 젊은 세력들을 모아 사회와 국가를 위해서 건전하게 일할 수 있도록 하는 꿈 말입니다!*
103,50~55,이정재,"그건, 권력의 힘이 아니고는 불가능합니다! 나는 반드시 그러한 세계를 이룰 것이오. 임사장을 비롯하여 세월생도 마찬가지요. 김고문님을 곱지 않은 시선으로 보고 있습니다.*"
103,50~55,이정재,"둘 중 하나를 택하세요. 조용히 내 뜻을 따라 주시던가, 아니면 스스로 갈 길을 정하세요. 아시겠습니까?*"
103,50~55,이정재,그래. 가자.*
104,0~5,두한,아니 도대체 뭐가 송구스럽고 죄송하다는 거야?*
104,0~5,두한,아 빨리 얘기를 해봐요! 그게 도대체 무슨 소리야!*
104,0~5,두한,계산 착오라니! 지금 무슨 말 하고 있는 거야?*
104,0~5,두한,부의장! 엉터리같은 소리 하지 말고 내려와! 빨리 내려 오란 말이야!*
104,0~5,두한,"이런 세상에... 아니 이렇게 눈을 뻔히 뜨고 있는데, 거짓말과 사기를 친단 말이야? 어? 아 그래 안그래? 어? 사기지! 사기야 사기!*"
104,5~10,두한,웬 놈들이야 너희들? 나 김두한이야. 너희들 누구야? 뭐하는 놈들이야?*
104,5~10,두한,이 도무지 사사오입이 뭔지 이해가 안 됩니다. 이 제가 몰라서가 아니라 이 국회에서 어떻게 사사오입이 통할 수가 있는지 말입니다.
104,5~10,두한,"말씀을 해 주십시요, 박사님. 이 뭘 어떻게 해야 하는 겁니까?"
104,5~10,두한,저는 무소속으로 돌아가겠습니다. 어차피 이 자유당과 결별을 할 거라면 이 편하고 자유롭게 행동할 수 있는 무소속이 좋을 거 같습니다.
104,5~10,두한,아 물론 그 여당의 횡포를 막는데는 그 늘 뜻을 같이 하겠습니다.
104,5~10,두한,"알겠습니다, 박사님."
104,10~15,이정재,내가 허락 했어.*
104,10~15,이정재,가서 쉬라고 했어.*
104,10~15,이정재,"이제부터 어느 누구도 김고문의 이야기를 입에 올리지 않도록 해. 떠난 사람이야. 쩝... 그리고 임사장,*"
104,10~15,이정재,이제 국회 일도 끝났어.
104,10~15,이정재,그런 얘기가 아니야. 두한이는 나와의 관계 때문에 나서질 않은거야. 눈빛이 그랬어. 날 보고 충격을 받은 눈빛이였어.
104,10~15,이정재,이제 국회 일도 끝났으니까 김동진이 일을 빨리 해결해야 되지 않나 하는거야.
104,10~15,이정재,앞으로 김고문이 해야 할 일을 임사장이 다 맡도록 해. 김동진이 일을 빨리 처리하도록 해. 시간을 너무 끌고 있어.
104,10~15,이정재,그리고 사돈… 요즘 고생이 많다고 들었습니다.. 김동진이 일은 우리 전 가족의 명예에 관한 일이오. 함께 애를 좀 써주시오.
104,10~15,이정재,오늘 일이 끝나고 저녁이나 함께 합시다.
104,10~15,이정재,"자, 그럼 나가서 일 봐."
104,10~15,이정재,"앞으로 네가 할 일이 많을 것 같다, 억일아. 임사장은 평화극장과 영화 일 만 해도 바쁠 테니까. 무슨 말인지 알겠냐 억일아?"
104,10~15,이정재,그래. 오늘 참 힘들었다. 힘든 하루였어.
104,20~25,이정재,듭시다 사돈.
104,20~25,이정재,사돈이 요즘 고생 많이 하는 거 잘 알압니다.
104,20~25,이정재,"그렇겠지. 눈에 드러나는 일이 아니에요, 우리 일이. 시간이 가면 다 되겠지."
104,20~25,이정재,"예, 말해봐요."
104,20~25,이정재,"예, 사실이오."
104,20~25,이정재,정치란 본래 그런 거요. 때로는 지나치기도 하고 독재도 하고 또 너그럽기도 하고… 권력이라는 게 뭡니까? 한번 손에 놓으면 놓기 싫은 거 아니오?
104,20~25,이정재,"쩝, 김고문은 너무 계산이 빨라요. 날 보고 그만두라고 했지. 어디까지나 사업이라고 말이오. 그러나 모든 관계는 서로 신의가 있어야 되는 거요."
104,20~25,이정재,난 자유당을 믿고 의지했습니다. 내 사전은 결코 배신이란 없소. 지금 그만둔다면 그건 배신이오.
104,20~25,이정재,"달 때만 삼키고 쓰다고 뱉는다면 그건 사내들이 할 일이 아니오. 자, 듭시다."
104,20~25,이정재,배신자는... 죽는 게 당연한 거 아니오? 그렇지 않고는 조직을 운영 못합니다.
104,20~25,이정재,물론 처리를 해야 돼요. 그러나 계집이오. 죽일 필요는 없겠지. 쩝 경고만으로 족할거요. 다시 또 그렇다면 그땐 정말 생각을 해 봐야 되겠지.
104,25~30,이정재,"쩝, 사돈이 서두르시오. 임사장이나 조열승이나 이석재나 열심히는 하지만 성과가 없습니다. 석재는 충성심은 강한데 우직하고 조열승도 마찬가지요."
104,25~30,이정재,"임사장은 사람은 좋은데 머리가 너무 좋고 약아. 사업도 바쁘고… 그래서 사돈을 부른 거요. 우린 같은 형제고 핏줄이니까… 아시겠습니까, 사돈?"
104,25~30,이정재,"잘해봅시다. 사돈이 옆에 있으니까 든든해요. 쓰으읍, 자, 듭시다.*"
104,30~35,이정재,누가 왔다구…?
104,30~35,이정재,죽여야 할 만큼 대단한 존재는 아니지 않나?
104,30~35,이정재,쩝 그건 그렇지… 어떠한 형태로든 지적을 하고 넘어가야지. 밖에 억일이 있나?
104,30~35,이정재,조선관에 이영숙 사장 말이다… 돌아왔다는구나. 이영숙이가 돌아왔다는 건 둘 중의 하나일 거야. 싸우던가 아니면 항복을 하던가…
104,30~35,이정재,동진이 일을 끝내고 그 일은 억일이가 한번 가봐. 억일이와 내가 거기서 망신을 당했으니까 당연히 억일이가 가봐야 하는 거 아닌가?
104,30~35,이정재,그 일을 잘 마무리지어. 죽일 필요는 없어. 확실하게 계산만 하면 되는 거야.
104,30~35,이정재,"아, 그리고 우리 사돈 별동대 애들 네 명을 데리고 가."
104,30~35,이정재,그리고 이보시오 조고문? 우리 사돈 유지광이는 국도극장으로 자리 옮겼다고?
104,30~35,이정재,동진이를 잡기 위해서 밑밥을 던졌다? 과연 임화수 사장다운 생각이야. 기대할 만한 일이지. 김동진이라? 과연 영화와 목숨을 바꿀까…? 과연…?
104,30~35,이정재,나 이정재요. 아 예 한실장이십니까? 아 예 고생은요 뭐. 쓰... 당원으로서 당연한 일을 했을 뿐입니다.
104,30~35,이정재,"조선관? 예 그렇게 하시지요. 예, 그 때 연락 드리겠습니다. 예."
104,30~35,이정재,위로의 술자리라…? 위로…?*
104,30~35,이승만,고생들이 아주 많았구만…
104,35~40,이승만,허허허허... 그럴 수도 있지… 해석에 따라서는 부결로 볼 수도 있는 일이니까. 다들 고생했구만.
104,35~40,이승만,허허허허... 글쎄… 하지만 이제 나는 너무 늙었어. 벌써 여든이야… 인제 기억력도 오락가락해.
104,35~40,이승만,호호호호… 듣기가 나쁘지는 않구먼. 허허허... 지난번에는 강원도에서 올려온 산삼을 먹어서 그렇게 보이나? 허허허... 아무튼 늙은 건 늙은 거야.
104,35~40,이승만,"고맙네, 만송… 하지만 내가 이 자리에 얼마나 있겠나? 세상에 나이 팔십이면 이미 수의 맞춰놓고 관짝 짜놓을 나이야."
104,35~40,이승만,크흠...요즘 따라 많이 쓸쓸해… 그렇다고 자식이 있는 것도 아니고… 이 대통령 자리야 나 죽고 나면은 만송이 맡으면 되겠지만…
104,35~40,이승만,백년…? 호호호... 그런 소리 말게. 자네 앞가림이나 잘해. 길게 정치생활을 하려면은 건강이 재산이야. 만송은 몸이 너무 약해.
104,35~40,이승만,"그래, 그래… 아무튼 고생들 했어. 사실 이제 모든 게 만송의 일이야. 자유당도 그렇고, 정부도 그래. 따라서 당연히 만송이 이 나라의 모든 일을 잘 해주어야 한다 그러한 말이야."
104,35~40,두한,이 신문마다 그 사사오입 얘기로 도배를 했구만… 아이 도배를 했어! 이 정말 내가 생각해도 한심한 국회야… 자유당이 아주 미친 거야.
104,35~40,두한,이 국민을 알기를 아주 개똥으로 아는 거라고! 그리고 말이야… 이 국회에서 이 정재를 볼 줄은 정말 몰랐어. 정재가 이거 왜 그러는지 몰라.
104,35~40,두한,"그러게 말이야… 이 시라소니 형님 사건이 난 지가 얼마나 됐다고… 어 벌써, 이 정치 암살이니 뭐니 하더니, 이제는 아주 막 가는 것 같애. 참... 그 이거 이거…어?"
104,35~40,두한,자유당에서 배신자를 찾고 있다고? 배신자? 제명을 시킬 계획이라고?
104,35~40,두한,그렇겠지.
104,40~45,두한,"어, 그래… 그 재미있는 학생이구만. 신문은 성격에 따라 다르다…? 일리가 있지. 그래 어느 대학인가?"
104,40~45,두한,"나이가 꽤 들어보이는데, 졸업반인가?"
104,40~45,두한,총명해 보이는군만. 이름이 뭔가?
104,40~45,두한,"신기범이…? 신기범… 그래, 이 정치대학이라면 졸업한 후에 정치를 할 건가?"
104,40~45,두한,"좋아. 이 신문, 거기다 다 내려놔."
104,40~45,두한,"이봐, 채보좌관, 어서 신문 값 줘."
104,40~45,두한,억지 개헌안이 사사오입으로 가결된 기사가 실렸어. 이건 민주주의의 장송곡이야. 마땅히 더 많은 국민들이 알 필요가 있어. 저거 가져다가 이 길거리의 사람들에게 뿌려. 어서 신문값 주고.
104,40~45,두한,이봐 신기범이.
104,40~45,두한,이 난 말이야. 이 배우려고 하는 사람들은 다 도와주고 싶어. 누구든 말이야. 이 더군다나 이렇게 힘들게 고학을 하고 훗날 정치를 하려 한다니… 정말 기특하구만. 이 자네 같은 사람들이 꽤 많겠지?
104,40~45,두한,어어어... 그래…?
104,40~45,두한,"그래… 어려운 시절이야. 이 정말... 이 총명하게 생겼구만. 좋아, 그 저... 나도 거기에 좀 끼어줄 수 없겠나? 그 고학생연맹 말이야."
104,40~45,두한,허허... 왜…? 나도 소학교 이학년 중퇴가 전부야. 이 못 배워 철천지 한인 사람이야. 나도 끼워주게. 자네들을 돕고 싶어. 음…?
104,45~50,두한,웬 놈들이야 너희들! 나 김두한이야. 너희들 누구야! 뭐하는 놈들이야!*
104,45~50,이정재,도대체 무엇이 진실이고 정의란 말인가? 나는 지금 어디쯤에 서있는 건가? 어디쯤에?*
105,5~10,이정재,석재가 갔으니까 괜찮을 거야.
105,15~20,이정재,수고했습니다. 석재는요…?
105,15~20,이정재,그래요…? 그럼 철수들 하세요.
105,15~20,이정재,고생했습니다. 들어와서 얘기합시다.
105,15~20,이정재,억일이는 경찰에 좀 알아봐. 석재 일 말이야.
