,회차,시간,인물,대사
31803,116,50~55,곽영주,"이봐, 거 서울시장 그 친구 당장 경무대 들어오라고 그래."
31806,116,50~55,곽영주,"이보시오, 법무장관?"
31808,116,50~55,곽영주,검찰에서 지금 유지광이란 사람을 조사하고 있다면서요?
31810,116,50~55,곽영주,법무장관은 그게 각하를 위하고 이 나라를 위하고 또 이기붕 의장을 위하는 길이라 생각합니까?
31812,116,55~60,곽영주,각하는 나라를 다스리는 대통령이십니다. 당연히 그런 말씀을 하실 수 있는 거예요. 
31813,116,55~60,곽영주,"그렇지만 그 내용을 살펴보면 그 사람들은 사실 각하를 위해서 한 일 아닙니까? 자유당을 위해서 말이에요. 그래요, 안 그래요?"
31815,116,55~60,곽영주,"내가 벌써 수년째 각하를 보필하고 있지마는, 매번 당신 같은 사람들 때문에 될 게 안돼요. 장관이면은 그만한 힘을 써야지요, 예? 안 그렇소?"
31817,116,55~60,곽영주,"씁, 절차는 무슨 놈의 절차? 당장 그 유지광이란 사람을 풀어주시오. 그 사람은 애국자예요, 애국자! 각하와 나라를 욕하는 사람들한테 한마디 한 게 그리 대단해요?"
31819,116,55~60,곽영주,"나 참, 풀어주라면 풀어줘! 왜 그렇게 말이 많아? 응?"
31821,116,55~60,나레이션,권력의 힘. 당시 경무대 경찰서장 곽영주의 계급은 경무관. 엄밀히 말해 치안국장이나 내무장관은 서열상 그보다는 새까맣게 높다고 볼 수가 있었으나 직책이 문제였다.*
31822,116,55~60,나레이션,"이승만은 곽영주를 총애했고 거듭 특진을 시켜 그로 하여금 경무대 경찰서장 겸 대통령 경호책임자라는 막강한 별칭을 부여했으니, 지금으로 말하자면은*"
31823,116,55~60,나레이션,"대통령 경호실장과도 같은 것이었다. 어쨌든 유지광은 같은 고향이요, 초등학교 동창인 곽영주의 압력과 자유당의 비호 아래 이틀간의 조사를 마치고 풀려났다.*"
31824,116,55~60,나레이션,"그러나 이때부터 언론은 정치면, 사회면 할 것 없이 연일 유지광에 대해 두드리기 시작했고, 결정적 증거들이 계속해 여론을 자극했던 것이다.*"
31826,116,55~60,유지광,고맙소. 다시는 부르지 않았으면 좋겠소.
31828,116,55~60,유지광,"고맙소. 수고하시오. 가지, 낙화유수…*"
31832,116,55~60,유지광,참고인 조사를 받은 거요. 나는 아무 잘못도 없습니다. 그저 거기 애국시민의 한 사람으로서 가본 것뿐이에요.*
31834,116,55~60,유지광,잘못 봤을 거요.*
31838,116,55~60,최동열,이보시오. 유지광씨?*
31840,116,55~60,최동열,"벌써 나오는 걸 보니, 참으로 권력이 좋긴 좋은 모양이오? 하지만 권력보다 더 무서운 것이 국민들의 인심이라는 겁니다. 늘 권력자들이 나중에 가서야 그걸 깨닫게 되지요."
31841,116,55~60,유지광,그런가요? 기자님은 낯이 익군요. 최동열 대기자님이시죠?
31842,116,55~60,최동열,그렇소.
31843,116,55~60,유지광,앞으로 많이 지켜봐 주십시오. 언젠가 괜찮은 모습을 보시게 될 겁니다.
31844,116,55~60,최동열,글쎄올시다? 불행한 만남이 되질 않기를 바라겠소. 당신은 지금은 권력의 뒤에 숨을지 몰라도 진실을 가리지는 못할 겁니다.
31846,116,55~60,최동열,"독재권력은 결코 영원하지 못한 법이오. 결코. 당신은 그걸 알아야 할 겁니다, 유지광씨. 당장은 법의 심판은 피할지 몰라도 정의의 심판은 피하지 못할 겁니다."
31847,116,55~60,최동열,정의의 심판 말이오. 난 계속해 당신을 쫓을 거요.
31850,117,0~5,조병옥,경찰 뭐하고 있나? 깡패들을 단속해야 될 게 아닌가? 경찰! 어잇 저...*
31851,117,0~5,조병옥,"네 이놈, 저놈 잡아! 저놈이 깡패들의 괴수다!*"
31854,117,0~5,최동열,안돼!*
31856,117,0~5,최동열,안돼! 안돼!*
31858,117,0~5,이승만,"다 잡아들이라고 해! 이 사진에 난 이 사람들, 이 사람들... 다 잡아들여서 조사를 하라 그래. 당장! 이건 내 지시야!*"
31859,117,0~5,이정재,이거 다 뭐야? 문제는 사돈입니다. 너무도 분명하게 사돈 얼굴이 나와 있습니다.*
31863,117,0~5,이석재,"무슨 소리를 하고 있는 거야? 이 일을 부탁한 쪽이 누군데, 누가 누굴 체포해?*"
31864,117,0~5,유진산,"이번에 기자들을 동원해서 언론 플레이를 한 건, 정말 아주 기가 막힌 계획이었어.*"
31865,117,0~5,이정재,일이 참으로 묘하게 됐소. 두한이 그 친구가 그렇게까지 머릴 쓸 줄은 정말 몰랐습니다. 검찰로 가세요.*
31866,117,0~5,유지광,"예, 회장님.*"
31867,117,0~5,이정재,"우리 뒤엔 여전히 자유당이 있습니다. 어쩔 수 없이 악어와 악어새 같은 사이요. 자유당은 우리를 봐줄 수밖에 없다, 그런 말입니다.*"
31868,117,0~5,조병옥,"이 자가 바로 그날, 모든 폭력배들을 지휘했어요!*"
31869,117,0~5,유지광,그렇진 않습니다. 
31870,117,0~5,조병옥,뭐?
31871,117,0~5,유지광,애국시민의 한 사람으로서 단순히 강연을 들으러 간 것뿐입니다.*
31872,117,0~5,조병옥,"아니, 이런?*"
31874,117,0~5,조병옥,으흠...*
31876,117,0~5,유지광,뭔가 착각을 하고 계시는 거겠지요.*
31877,117,0~5,곽영주,"당장 유지광이란 사람을 풀어주시오. 그 사람은 애국자예요, 애국자! 각하와 나라를 욕하는 사람들한테 한마디 한 게 그리 대단해요?*"
31879,117,0~5,곽영주,풀어주라면 풀어줘! 왜 그렇게 말이 많아! 응?*
31881,117,0~5,최동열,이보시오. 유지광씨?*
31882,117,0~5,최동열,벌써 나오는 걸 보니 참으로 권력이 좋긴 좋은 모양이오? 하지만 권력보다 더 무서운 것이 국민들의 인심이라는 겁니다.*
31883,117,0~5,최동열,정의의 심판 말이오. 난 계속해 당신을 쫓을 거요.*
31885,117,0~5,최동열,당신은 지금은 권력의 뒤에 숨을지 몰라도 진실을 가리지는 못할 겁니다. 독재권력은 결코 영원하지 못한 법이오. 결코...*
31886,117,0~5,최동열,"당신은 그걸 알아야 할 겁니다, 유지광씨. 당장은 법의 심판은 피할지 몰라도, 정의의 심판은 피하지 못할 겁니다.*"
31887,117,0~5,유지광,하아...
31890,117,0~5,유지광,아직 끝난 것 같지가 않아.*
31892,117,0~5,유지광,기자들 말이야.*
31894,117,0~5,유지광,우리 정보가 기자들한테 다 노출되어 있어. 일단 사무실 쪽으로 가보자구.*
31898,117,0~5,이석재,"회장님, 이거 뭐가 어떻게 돼가는 건지 모르겠습니다."
31899,117,0~5,이석재,보십시오. 방금 나온 석간입니다. 조사가 유야무야 끝났다고 난리들인데요? 검찰이 일부러 범인을 놔주었다고 말입니다.
31902,117,0~5,이정재,어디야?
31904,117,0~5,이정재,"그래, 줘봐. 네, 이정재입니다. 아, 최검사?"
31905,117,5~10,이정재,"예, 방금 사돈이 풀려났다는 소식은 들었습니다. 예, 수고하셨습니다. 씁, 헌데 이거 일이 아주 복잡하게 됐습니다. 방금 나온 석간 보셨습니까?"
31908,117,5~10,이정재,재조사요?
31910,117,5~10,이정재,알겠습니다. 그건 우리 쪽에서 조치를 취해놓겠습니다. 오늘은 이만 끊겠습니다.
31911,117,5~10,이석재,"회장님, 무슨 말입니까? 재조사라니요?*"
31912,117,5~10,이정재,아무래도 쉽지 않을 것 같구만. 사돈은 지금 어딨나?
31914,117,5~10,이정재,그래? 평화극장 임사장한테 연락 좀 해봐.
31916,117,5~10,임화수,"예, 평화극장입니다. 아이구 예예예 회장님, 접니다. 아니 무슨 일이십니까?"
31917,117,5~10,이정재,아무래도 장충단 집회사건이 복잡하게 될 조짐이야. 임사장이 우리 사돈 피신처 좀 마련해주도록 해.
31918,117,5~10,임화수,피신처라니요? 오늘 막 풀려나지 않았습니까?
31919,117,5~10,이정재,"아, 다시 재조사 방침이 떨어질 수도 있는 모양이야. 씁, 아무래도 언론에 노출되지 않도록 임사장이 힘을 좀 써야겠어. 알겠나?"
31920,117,5~10,임화수,예예. 제가 한번 알아보겠습니다. 예...
31922,117,5~10,임화수,"아니, 도대체 날 보고 뭘 어떻게 하라는 거야? 응? 아, 이거 정말 드러워서 못 살겠구만!"
31923,117,5~10,임화수,"아니 천하의 이 임화수가 고작 유지광이 같은 놈 뒤치다꺼리나 해야 되겠어? 이거? 어? 아이고, 나 원 참. 후! 할 수 없지! 오야붕의 명령인데. 야, 눈물?"
31924,117,5~10,눈물,"예, 사장님."
31925,117,5~10,임화수,거 뚝섬에 별장이 하나 있지? 옛날에 우리가 빌려 쓰던 곳 말이야. 거기 비어있나 한 번 알아봐.
31926,117,5~10,눈물,"아, 예예 사장님."
31927,117,5~10,임화수,"아이고, 나 이거 원 참 드러워서. 야, 야, 야!"
31928,117,5~10,눈물,"예? 예, 사장님?"
31929,117,5~10,임화수,거기 내가 아주 잘 아는 곳이야. 그 십중팔구 비어있으니까 아예 니가 화랑영화사로 가서 그리로 안내해 줘. 어?*
31930,117,5~10,눈물,"예, 알겠습니다, 사장님."
31931,117,5~10,임화수,"아이고, 아니 이거 도대체 뭐가 어떻게 돌아가고 있는 거야? 이거? 어? 이정재 회장님도 이거 끗발이 다 돼가는 거 아니야, 이거? "
31932,117,5~10,임화수,"아니 유지광이 같은 애도 하나 못 막아주면 어떻게 하겠다는 거야, 이거? 어? 나 원 참 이거…"
31943,117,5~10,유지광,후우…*
31951,117,5~10,눈물,"아이고, 완전히 벌떼들이구만! 벌떼들. 안녕하셨습니까? 저 눈물입니다. 헤헤헤…"
31952,117,5~10,유지광,"아니, 오비서가 여긴 웬일이오?"
31953,117,5~10,눈물,"예, 저기 사장님 지시로 왔습니다. 그, 우선 급하신 대로 뚝섬 쪽으로 거처를 옮기시라구..."
31954,117,5~10,유지광,뚝섬?
31955,117,5~10,눈물,"예, 거기 저희 영화사에서 빌려쓰고 있는 한적한 별장이 있거든요. 아, 저기 서두르십시오. 아무래도 지금 움직이시는 게 가장 좋을 것 같습니다."
31957,117,5~10,유지광,"하, 이거 꼴이 우습게 됐구만. 가지…"
31969,117,10~15,최동열,"박기자, 차 돌려!*"
31973,117,10~15,눈물,"저저, 이, 이봐요! 저기, 천천히 좀 가시죠. 저기, 이러다 사고라도 나면, 어유! 어어…*"
31975,117,10~15,눈물,예...
31977,117,10~15,유지광,다음 모퉁이에서 옆길로 빠져.*
31979,117,10~15,최동열,"이봐이봐, 계속 붙으라구. 절대 놓쳐선 안돼.*"
31981,117,10~15,이승만,"이거 봐, 미스타 곽? 도대체 이게 무슨 소리야!"
31982,117,10~15,이승만,"끄응, 아니 조사 중이던 피의자를 검찰이 그냥 풀어주다니? 응? 이게 무슨 뚱딴지같은 소리냐구?"
31983,117,10~15,곽영주,그게 저. 검찰에서 철저하게 조사한다고 했사옵니다마는…
31984,117,10~15,이승만,"그런데, 수사에 들어간지 이틀 만에 이렇게 어물쩍 넘어가? 아니, 그럼 국민들이 그걸 납득을 하리라고 생각을 하나?"
31985,117,10~15,곽영주,"허나, 뚜렷한 증거가 없는 상황이라…"
31986,117,10~15,이승만,증거라니? 이 신문 보도가 다 뭔가? 여기 나온 이 사진들은 다 뭐냐구?
31988,117,10~15,이승만,"허허! 이것 봐, 미스타 곽? 언론이란 국민의 눈과 입을 대변하는 곳이야."
31989,117,10~15,이승만,"이, 여러 신문에서 한결같이 잘못을 지적하고 있는데, 정부나 검찰에서 외면을 한다니? 이건 있을 수 없는 일이야. 잉?"
31990,117,10~15,곽영주,"각하, 하오나 사건이 장기화될수록 야당의 정치공세는 그 세를 더할 것이옵니다. 이런 사소한 일로 각하의 국정운영이 발목을 잡혀서야 되겠사옵니까?"
31991,117,10~15,이승만,"이게 다 국정을 방해하는 요소들이야. 게다가 이, 내 얼굴에다가 먹칠을 하는 것이기도 하구!"
31992,117,10~15,곽영주,각하?
31993,117,10~15,이승만,"자, 다! 이 수사를 원점으로 돌려서, 음! 철저히 다시 조사하라고, 하라고 그래. 음, 그리고! 그, 폭력을 조장한 피의자들도 다! 다, 다시 잡아들이고!"
31994,117,10~15,곽영주,"각하, 하오나?"
31995,117,10~15,이승만,"이봐, 미스터 곽! 빨리 안 나가고 뭘 하고 있어?"
31996,117,10~15,곽영주,"예, 각하. 하아..."
31997,117,10~15,이승만,하아...
31999,117,10~15,눈물,이제 곧 문이 열릴 겁니다. 예.
32001,117,10~15,눈물,"아, 마침 사람들이 나오는군요. 예!*"
32004,117,10~15,최동열,"그런 것 같네. 자, 이제 다른 언론사 기자들을 부르도록 하게."
32006,117,10~15,최동열,이봐. 특종이 문제가 아니야. 지금은 우리 언론과 검찰의 싸움이야. 어서 가서 연락하게.
32008,117,10~15,최동열,어서...*
32012,117,15~20,유지광,그러게 말이야. 뭔가가 일이 잘못돼가고 있는 것 같애. 그토록 믿었던 자유당과 검찰이 아닌가? 기자들이 아주 독하게 마음을 먹고 쫓고 있어. 뭔가 잘못되고 있어…
32015,117,15~20,곽영주,"형님, 이거 제 입장이 매우 곤란하게 됐습니다."
32016,117,15~20,곽영주,"어떻게든 구속은 막아보려고 검찰에서 억지로 빼내긴 했습니다만, 문제는 어르신입니다."
32017,117,15~20,곽영주,어제도 신문을 보시다가 노발대발하셨어요. 조사 중인 피의자를 그냥 풀어줬다고 말입니다.
32019,117,15~20,곽영주,어디 그것뿐입니까? 야당과 언론에서도 계속 압력을 넣고 있습니다.
32021,117,15~20,곽영주,"형님, 아무래도 결정을 하셔야 할 것 같습니다."
32022,117,15~20,이정재,결정이라니? 무슨 결정?
32023,117,15~20,곽영주,"하, 이러시다가는 불똥이 어디로 튈지 모른다구요."
32024,117,15~20,이정재,우리 사돈을 포기하라는 말인가?
32025,117,15~20,곽영주,포기가 아니라 잠시 고생을 하라 그런 말입니다. 저도 괴롭습니다. 지광이는 제 친굽니다. 형님!
32028,117,15~20,곽영주,형님. 받아보십시오.
32029,117,15~20,이정재,"줘봐. 예, 의장님. 이정잽니다. 예, 저도 여러 방면에서 계속 듣고 있습니다. 시간을 조금 더 주신다면 어떻게든 최대한 대책을 마련해 보겠습니다."
32030,117,15~20,이기붕,이봐요. 이회장! 시간을 끈다고 될 일이 아니에요. 아무래도 정부의 힘으론 한계에 다다른 것 같소.
32031,117,15~20,이정재,의장님! 그렇다고 당을 위해 일한 사람을 버릴 순 없지 않습니까?
32032,117,15~20,이기붕,"어허, 왜 이렇게 말 길을 못 알아들어요? 잘못하다간 이회장이 다칠 수가 있어요. 어쨌든 밑의 사람들은 소모품 아닙니까, 소모품?"
32033,117,15~20,이정재,"소모품이요? 아니, 의장님?*"
32034,117,15~20,이기붕,말을 하자면 그렇다는 얘기예요. 잠시 들여보냈다가 여론이 잠잠해질 때까지 기다려보자는 겁니다. 일단 들어가서 좀 살라고 하세요.
32036,117,15~20,이기붕,그렇게 알고 그만 끊겠소.
32037,117,15~20,이정재,"의장님, 의장님?"
32038,117,15~20,곽영주,"형님, 선택의 여지가 없습니다. 조직의 생리가 그런 거 아닙니까? 큰일을 위해서는 지광이가 희생해야 합니다. 나중에 그만큼 더 잘해주면 되는 거 아닙니까?*"
32044,117,15~20,정대발,"하, 아 유지광인가 뭔가 완전히 사면초가가 돼버렸네요. 허허! 아, 이젠 정부까지 나서서 다시 잡아들이겠다고 한께 아 이거는 빼도 박도 못한 것 아니겄습니까? "
32045,117,15~20,두한,"하지만, 어떻게 생각하면 안 됐어."
32046,117,15~20,정대발,예? 무엇이 말씀입니까?
32047,117,15~20,두한,그 유지광이라는 친구 말이야. 이 정작 뒤에서 일을 지시하고 조종한 사람은 따로 있는데 혼자서 다 뒤집어쓰게 생겼지 않나?
32048,117,15~20,정대발,"아따 참말로. 아, 의원님은 별 걸 다 걱정하십니다. 부당한 일이라고 생각되면 안 해야 되는 것 아닙니까? "
32049,117,15~20,정대발,"아, 생각 없이 무조건 주먹을 휘둘러부렀으면 당연히 벌을 받아 마땅하지요이."
32050,117,15~20,두한,주먹 조직이라는 것이 어디 그런가? 위에서 명령을 하면 아랫사람들은 죽기 살기로 뛰게 되어있는 거라구. 아무튼 이번 일로 정재도 정신을 좀 차렸으면 좋겠구만…
32051,117,15~20,정대발,그랑게 말입니다. 아주 요참에 동대문 사단 놈들 그냥 싹 보내버려야 되는디 말입니다!
32055,117,20~25,이화룡,이거이 한둘이 아니구만 기래? 이거 한둘이 아니야.
32057,117,20~25,이화룡,뭐야? 아니 정재 도장이 찍힌 회원증을 갖고 다녀? 이런 호랑말코같은 새끼들...
32066,117,20~25,이화룡,화랑동지회를 친다? 화랑동지회. 하기사 우리가 참기는 오래 참았어. 어떤 식으로든 이젠 정리를 할 때가 됐긴 됐지. 오야붕들 소집하라우.*
32070,117,20~25,조병옥,경찰! 경찰 뭐하고 있나? 깡패들을 단속해야 될 게 아닌가? 경찰! 어잇 저... 네 이놈! 저놈 잡아! 저놈이 깡패들의 괴수다! 저놈 잡아라!*
32071,117,20~25,유지광,사람들은 나를 깡패들의 괴수라 부른다. 모든 신문에서는 나를 독재권력의 하수인으로 묘사한다*
32072,117,20~25,유지광,"하, 나는 뭔가? 내 꿈과 이상은 도대체 무엇이란 말인가? 이제는 모든 것이 혼란스럽다. 혼란스러워…*"
32074,117,20~25,이정재,"여보세요, 사돈? 사돈이오?"
32075,117,20~25,유지광,"아, 예, 회장님. 저 유지광입니다."
32076,117,20~25,이정재,그래요? 어떻게 지낼만합니까?
32077,117,20~25,유지광,크게 불편한 건 없습니다.
32078,117,20~25,이정재,미안하게 됐소.
32079,117,20~25,유지광,"아닙니다, 회장님. 간만에 편안하게 잘 쉬고 있습니다."
32080,117,20~25,이정재,"그게 아니라, 일이 조금 안 좋게 풀려가고 있습니다. 아무래도 위에서는 사돈이 잠시 들어가 있는 걸 바라는 것 같소."
32081,117,20~25,이정재,최대한 그것만은 막으려고 했는데 어쩔 수 없게 됐소. 사돈은 어떻게 생각하십니까?
32082,117,20~25,유지광,회장님의 지시라면 따라야하지 않겠습니까?*
32083,117,20~25,이정재,그렇게 생각해준다면 고맙습니다. 일단 억일이를 그쪽으로 보낼 테니까 그 차를 타고 오도록 해요.*
32084,117,20~25,유지광,"알겠습니다, 회장님.*"
32086,117,20~25,유지광,뭐가?
32090,117,20~25,유지광,그럴 거 없어.
32092,117,20~25,유지광,다시 검찰에 출두하기로 했다.
32094,117,20~25,유지광,아무튼 그런 줄 알아. 갈 준비해. 곧 억일이가 올 거야.
32096,117,25~30,이기붕,"어허, 왜 이렇게 말 길을 못 알아들어요? 잘못하다간 이회장이 다치는 수가 생겨요. 어차피 밑의 사람들은 소모품 아닙니까, 소모품?*"
32097,117,25~30,이석재,"회장님, 정말 지광이를 이대로 들여보내실 생각이십니까?*"
32099,117,25~30,이석재,"아 이거야 원. 정말 해도 너무하는구만. 신나게 부려먹을 때는 언제고 지금 와서 저렇게 안면 싹 바꾸는 건 뭡니까? 에이, 정말 못 해먹겠구만…*"
32101,117,25~30,이정재,아마 그럴 거야.
32102,117,25~30,이석재,"아니, 그럼 그동안 지광이 공백은 누가 메꾼단 말입니까?"
32104,117,25~30,이정재,"쓰읍, 이럴 때일수록 조고문하고 석재가 밑의 애들 단속을 철저히 시켜야 돼. 이렇게 조직이 흔들릴 때, 명동이 쳐들어온다면 속수무책일 테니까."
32106,117,25~30,이정재,혹시 모르는 거야. 이 주먹세계는 항상 이십사 시간 긴장을 늦춰선 안 돼. 잠깐 방심하는 사이에 누가 뒤에서 칼을 겨누고 있을지 모른단 말이야. 알겠나?
32109,117,25~30,이석재,예...
32110,117,25~30,두한,뭐야? 명동으로 주먹들이 모이고 있어?
32112,117,25~30,두한,"어허, 거 화룡이가 웬만한 일이 아니면은 오야붕들을 집합시키고 그럴 친구가 아닌데…"
32114,117,25~30,두한,그런 일이 있었나?
32116,117,25~30,두한,그래?
32117,117,25~30,정대발,"어쨌든 자존심 한나로 시방까지 버텨온 명동이 아닙니까? 이화룡 성님도 드디어 뭔가 결정을 내리긴 내린 모양입니다. 안 그렇습니까, 의원님?"
32118,117,25~30,두한,그건 그렇지만 말이야. 시국이 지금 이런 상황에서 이 명동이 나선다는 건 좀 걱정이 되는구만. 잘못하다가는 동대문한테 말릴 수가 있어.
32119,117,25~30,두한,불안해. 지금은 명동이 나설 때가 아닌 것 같은데 말이야…
32121,117,25~30,이화룡,다들 모였으면 회의를 시작하갔어.
32122,117,25~30,이화룡,오늘 여러 오야붕들을 부른 것은 다름이 아니라 그동안 우리 명동사단이 동대문에게 당해온 일들을 더 이상 참고 있을 수만은 없기 때문이야. 이보라우?
32124,117,25~30,이화룡,임자가 그 내용을 얘기해 주라우.
32134,117,25~30,이화룡,"기래 맞아! 전면전이야! 자, 기렇다고 마구 들어가자는 건 아니야. 우선 저쪽으로 투항한 일부 우리 식구들의 구역부터 되찾자! 기런 얘기야."
32138,117,30~35,이화룡,기럼 회의는 이것으로 마치갔어. 오늘 밤까지 모든 부대원들을 정비하고 공격 지시를 기다리라우.
32141,117,30~35,이석재,"예, 동대문입니다. 어디라구요? 명동이요? 명동의 누구십니까?"
32142,117,30~35,이화룡,내레 이화룡이야. 정재 있네?
32143,117,30~35,이석재,이화룡이?
32144,117,30~35,이정재,전화 바꿨습니다. 누구시라구요?
32145,117,30~35,이화룡,정재구만 내래 이화룡이야. 오랜만이구만 기래.
32146,117,30~35,이정재,"어, 화룡이. 오랜만일세. 어쩐 일인가? 이 동대문에 전화를 다 걸고?"
32147,117,30~35,이화룡,내레 정재한테 몇 가지 충고 좀 하려고 전화를 했디.
32148,117,30~35,이정재,"충고? 그래, 말해봐?"
32149,117,30~35,이화룡,그 님자 밑에 유지광이라는 애가 거느리는 화랑동지회라고 있지 않네?
32150,117,30~35,이정재,그래.
32151,117,30~35,이화룡,"그 걔들이 우리 명동애들을 어떻게 봤는디, 이 자꾸 애들을 빼가는 구만 기래. 알고 있네?"
32152,117,30~35,이정재,그런가? 그런 일이라면 난 자네한테 할 말이 없네. 자네가 밑에 애들 단속을 잘 했어야지.
32153,117,30~35,이화룡,뭐야?
32154,117,30~35,이정재,"그래서, 뭔가? 어떻게 해달라는 건가?"
32155,117,30~35,이화룡,내래 단도직입적으로 말하갔어. 님자가 우리 명동에게 확실하게 사과를 하고 우리 나와바리를 되돌려달라고 말이야.
32156,117,30~35,이정재,사과?
32157,117,30~35,이화룡,기래.
32158,117,30~35,이정재,못하겠다면?
32159,117,30~35,이화룡,기럼 어쩔 수 없디. 한번 붙어보는 수밖에.
32160,117,30~35,이정재,선전포고인가?*
32161,117,30~35,이화룡,잘 아는구만 기래.*
32162,117,30~35,이정재,그럼 해봐.*
32163,117,30~35,이화룡,해봐? 헤헤헤! 좋디. 역시 정재구만 기래*
32164,117,30~35,이정재,"이봐, 화룡이. 자네에게 충고 하나 해주지.*"
32165,117,30~35,이화룡,말해보라우.
32166,117,30~35,이정재,우리 동대문은 예전과는 달라. 자네의 명동과는 차원이 틀리다 그런 말이야. 무슨 말인지 알겠나?
32167,117,30~35,이화룡,"길고 짧은 건 대봐야 허는 거 아니갔어. 안 기래, 정재?"
32168,117,30~35,이정재,이만 끊겠네.
32169,117,30~35,이화룡,기래. 기럼 나중에 보자우. 에헤헤! 으헤헤헤헤..!
32171,117,30~35,이석재,"회장님, 무슨 일입니까? 선전포고라니요?"
32174,117,30~35,이정재,동대문 전 식구들과 화랑동지회에 비상을 걸어. 전 식구들 다 집결시키도록 해! 임사장도 연락을 하고.
32175,117,30~35,이석재,"예, 회장님.*"
32176,117,30~35,이정재,전면전이야. 명동이 그예 전면전을 청해 온 거야.*
32205,117,35~40,유지광,"고생이 많네, 억일이."
32207,117,35~40,유지광,그렇게 하지.
32220,117,35~40,유지광,"이봐, 낙화. 전면전이라니? 누가 쳐들어온단 소리야?"
32222,117,35~40,유지광,뭐야? 명동이 전면전을 선포했다? 그렇다면 난 일단 화랑영화사 쪽으로 가봐야겠네. 자넨 먼저 돌아가.*
32224,117,35~40,유지광,"어차피 검찰에 가게 되면, 구속될 게 뻔한 거 아니겠나? 검찰에 가기 전에 아예 명동의 콧대를 꺾어놓고 가는 게 낫지 않겠나? 가자, 낙화.*"
32226,117,35~40,최동열,유지광이야! 빨리 쫓아!
32229,117,35~40,임화수,"아니, 회장님! 이거야말로 스스로 무덤을 파는 일입니다."
32230,117,35~40,임화수,보셨다시피 지광이 일 때문에 신문이란 신문은 모두 우리를 지켜보고 있다구요. 헌데 이런 와중에 명동하고 전면전을 벌인다니 이게 말이나 됩니까?
32231,117,35~40,이석재,그렇다고 그냥 당하고만 있을  순 없는 거 아닙니까?
32232,117,35~40,임화수,그러니까 되도록이면 대화로 일을 풀어야지. 대화로!
32233,117,35~40,이정재,처음부터 명동은 우리하고 대화할 생각이 없었어.
32234,117,35~40,임화수,예?
32235,117,35~40,이정재,"사과를 요구하는 건 명분일 뿐이야. 어차피 그쪽에선 쳐들어올 준비를 하고 있었다구. 이봐, 조고문. 애들 준비는 어떻게 돼가고 있나?"
32239,117,35~40,이정재,어 그래. 수고했다. 우리 사돈은?
32241,117,35~40,이정재,뭐야?
32243,117,35~40,임화수,"허허! 참, 지광이 얘가 지금 도대체 무슨 짓을 하는 거야? 아니 신문기자들을 줄줄이 끌고 다니면서 어쩌려고 그러는 거야, 도대체?*"
32244,117,35~40,이정재,"신문기자라, 신문기자? 이봐, 억일아. 화랑영화사로 가는 길에도 계속 기자들이 따라붙었나?"
32246,117,35~40,이정재,"그래? 그렇구만. 바로 그거야! 어차피 일이 그렇게 됐다면, 그것도 나쁜 건 아니지."
32248,117,35~40,임화수,"나쁠 게 없다니요? 아니, 회장님. 그게 무슨 말씀이십니까?"
32249,117,35~40,이정재,"어차피 전면전이 시작됐다면, 둘 중 하나는 사라져야 끝나는 거야. 그렇다면 결과가 중요한 거 아니겠어? 두한이가 우리에 썼던 방법을 그대로 쓰는 거야."
32250,117,35~40,임화수,김두한씨 말입니까? 아니 무슨 방법인데요?
32251,117,35~40,이정재,"이봐, 임사장. 길게 설명할 시간이 없어. 영주한테 전화 좀 넣어봐."
32252,117,35~40,임화수,"아예, 저, 영주형님 말씀입니까?"
32253,117,35~40,이정재,"그래, 어서! 내가 급히 좀 보잔다고 말이야. 급한 일이니까. 좀 나오라고 해. 금방 나올 수 있는 거리잖아?"
32254,117,40~45,임화수,"예, 알겠습니다 회장님."
32255,117,40~45,이정재,그리고 억일이는 사돈한테 전화를 해서 어떠한 일이 있어도 화랑영화사에서 모든 일을 끝내하고 해. 명동을 붙들고 거기서 함께 자폭하라고 해.*
32256,117,40~45,이정재,기자들한테 최대한 크게 보이라고 해! 경찰들이 곧 갈 거야. 공격을 받고 싸우고 확실하게 부숴버리라고 해!
32258,117,40~45,임화수,"아, 영주형님이십니까? 저 화숩니다. 급히 상의 드릴 일이 좀 있습니다. 예, 이정재 회장님의 지십니다.*"
32259,117,40~45,임화수,"나오실 수 있겠습니까? 예예, 지금 말씀입니다. 예? 저, 회장님 장소는?"
32260,117,40~45,이정재,우리 사무실 앞 호텔로 나오라고 해.
32261,117,40~45,임화수,"예, 저기 영주형님. 우리 사무실 앞에 호텔 하나 있지 않습니까? 거기 커피숍이 어떻겠습니까? 예예, 알겠습니다. 예! 한 이십분 정도 걸릴 거라고 합니다."
32262,117,40~45,이정재,준비해.
32263,117,40~45,이석재,"예, 회장님."
32264,117,40~45,임화수,"허허, 나 이거 뭐가 뭔지 원 참…*"
32269,117,40~45,최동열,그러게 말이야.
32274,117,40~45,유지광,어차피 누군가는 책임질 일입니다. 괜찮습니다. 그나저나 내가 검찰에 가기 전에 명동 사건이 터졌습니다. 이 일을 해결하고 가야 합니다.
32277,117,40~45,유지광,어차피 명동은 우리 적이야. 하나밖에 안 남은 유일한 적이라구. 언젠가는 해결해야 되는 일이야. 제 발로 찾아와주는데 피할 이유가 없지 않은가? 
